Product_Name,Review_Text,Sentiment
LG LR570 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with Alpha5 Gen 6 AI Processor | 100+ Free LG Channels | AI Brightness Control | AI Sound (Virtual Surround 5.1 Up-mix) | FTA Satellite Port | Magic Remote Compatible | 60Hz Refresh Rate | Alexa Built In | Works with Hey Google  (32LR570B6LA),"Stunning looks, love it.",Positive
"realme TechLife 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with 5.0 with Dolby Audio, and 40 W downfiring speaker  (43UHDGDRVSAB)",Very bad sound quality.,Negative
MarQ by Flipkart 80 cm (32 inch) HD Ready LED TV  (32HDNDQEE1B),Excellent multitasking ability.,Positive
Thomson 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with HDR 10 | Dolby Atmos | 40W Sound Output | DTS Trusurround | Google Assistant | Dual Band Wi-Fi  (Q65H1100),Low camera performance at night.,Negative
PHILIPS Frameless 80 cm (32 inch) HD Ready LED Smart Google TV 2025 Edition with Dolby Audio|24W RMS Sound |HDR 10|Wider Colour Gamut | Ultra Narrow Bezel | 8 GB Storage |Energy Saving |Google Assistant  (32PFT6130/94),Strong build and nice finish.,Positive
Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV with 20 W Sound Output  (24Alpha001),Not a reliable product.,Neutral
MarQ by Flipkart 60 cm (24 inch) HD Ready LED TV  (24HDNDQEETB),Keyboard feels amazing.,Positive
Samsung 108 cm (43 inch) Full HD LED Smart Tizen TV 2025 Edition with Voice Assistance Remote Control | 100+ Free Channels | HDR 10+ Support | PurColor | Samsung Knox Security | Digital Tuner | Object Tracking Sound Lite | Adaptive Sound | Q-Symphony  (UA43F5550FUXXL),Screen scratches easily.,Positive
Reliance Jumbo 60 cm (24 inch) HD Ready LED TV 2025 Edition with 24W Boom Speakers | Real Frameless | Noise Reduction | Monitor Support | Colour Enhancer  (RW24NS3972HD),Very smooth scrolling.,Neutral
Canon PIXMA MegaTank/Ink Efficient G2730 Multi-function Color Ink Tank Printer with Black (70 ml) & Color (40 ml)  (4 Ink Bottles Included),Terrible battery efficiency.,Negative
Canon PIXMA Mega Efficient G3012 Multi-function WiFi Color Ink Tank Printer (Color Page Cost: 0.21 Rs. | Black Page Cost: 0.09 Rs. | Borderless Printing) with 2 additional Black Ink Bottles  (6 Ink Bottles Included),Absolutely worth the price.,Positive
Canon PIXMA MG2470 All-in-One Inkjet Printer  (Ink Cartridge),Bluetooth keeps disconnecting.,Neutral
Canon PIXMA MG3070S Multi-function WiFi Color Inkjet Printer  (Ink Cartridge),Lightweight and compact.,Neutral
HP Smart All In One 529 Multi-function Color Ink Tank Printer for Print/Scan/Copy with Up to 4000 Black & 6000 color pages of ink in box  (4 Ink Bottles Included),System crashes often.,Neutral
"brother DCP-T730DW Multi-function WiFi Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with ADF Printer, Print Upto 15K Pages Black & 5K in Color Each for(CMY), Auto Duplex 2-Sided Printer  (5 Ink Bottles Included)",Feels premium and sturdy.,Neutral
Canon PIXMA E3370 Multi-function WiFi Color Inkjet Printer (Borderless Printing)  (Ink Cartridge),Display quality is poor.,Negative
Canon PIXMA TS307 Single Function WiFi Color Inkjet Printer  (Ink Cartridge),The battery lasts very long.,Neutral
"HP DeskJet Ink Advantage 2338 Multi-function Color Inkjet Printer for Print/Scan/Copy, Ideal for Home  (Ink Cartridge, 1 Ink Bottle Included)",Speaker is super loud!,Positive
HP Smart All In One 589 Multi-function WiFi Color Ink Tank Printer for Print/Scan/Copy with Up to 4000 Black & 6000 color pages of ink in box  (4 Ink Bottles Included),Not worth buying.,Negative
Canon PIXMA INK EFFICIENT G3770 Multi-function WiFi Color Ink Tank Printer for Print/Copy/Scan with 6000 black and 7700 color prints  (4 Ink Bottles Included),Fantastic features!,Positive
"brother DCP-T436W Multi-function WiFi Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with 27/11 PPM BK/CL, Print Upto 7.5 K Pages in Black & 5 K in Color Each for(CMY), Best for Home Printing  (4 Ink Bottles Included)",Poorly optimized software.,Positive
Epson L3251 Multi-function WiFi Color Ink Tank Printer  (4 Ink Bottles Included),Very handy and portable.,Neutral
Canon PIXMA MegaTank/Ink Efficient G4770 Multi-function WiFi Color Ink Tank Printer with Black (135 ml) & Color (70 ml)  (4 Ink Bottles Included),Signal reception is bad.,Negative
Epson L3250 Multi-function WiFi Color Ink Tank Printer  (4 Ink Bottles Included),Camera is excellent!,Positive
"HP DeskJet Ink Advantage 4278 All-in-One Multi-function WiFi Color Inkjet Printer for Print/Scan/Copy with Auto Document Feeder, Ideal for Home/Small Office  (Ink Cartridge)",Battery drains rapidly.,Neutral
"brother DCP-T535DW Multi-function WiFi Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with 128MB Memory, Print Pages Upto 15K in Black & 5K in Color Each (CMY), Auto Duplex 2-Sided Printer  (5 Ink Bottles Included)",Great for work and study.,Positive
"Canon MegaTank G3780 Multi-function WiFi Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with 6000 black and 7700 color prints, 1.35 inch LCD Panel & Auto 2-Sided Printing  (4 Ink Bottles Included)",Heating issues ruin everything.,Negative
"HP MFP 1188A Multi-function Monochrome Laser Printer  (Toner Cartridge, 4 Ink Bottles Included)",Good performance overall.,Positive
HP Smart Tank All in One 583 Multi-function WiFi Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with Up to 4000 pages of Black or 6000 pages of color ink in the box and Mobile Fax Support with HP Smart App  (4 Ink Bottles Included),Uncomfortable to hold.,Negative
"Canon MegaTank G4780 Multi-function WiFi Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with ADF Printer,6000 black and 7700 color prints, 2.7 inch TouchScreen LCD Panel & Auto 2-Sided Printing  (4 Ink Bottles Included)",No review available,Neutral
Canon PIXMA MegaTank G1730 Single Function Color Ink Tank Printer with Black (70 ml) & Color (40 ml) ink bottles  (4 Ink Bottles Included),No review available,Neutral
Canon PIXMA TS3370S Multi-function WiFi Color Inkjet Printer (Borderless Printing)  (Ink Cartridge),No review available,Neutral
HP Smart Tank All in One 523 Multi-function Color Ink Tank Printer (Borderless Printing) for Print/Copy/Scan with Up to 4000 pages of Black or 6000 pages of color ink in the box  (4 Ink Bottles Included),No review available,Neutral
Epson Eco L3266 Multi-function WiFi Color Ink Tank Printer (Color Page Cost: 24 Paise | Black Page Cost: 9 Paise | Borderless Printing) with Micro Piezo Heat Free Technology & 3.6 cm color LCD Screen  (4 Ink Bottles Included),No review available,Neutral
"Mivi Fort Sonic 600 Soundbar, 5.1 Channel,Multi-Input and EQ Modes,BT v5.3 600 W Bluetooth Soundbar  (Black, 5.2 Channel)",No review available,Neutral
"Nu Republic 20 Upto 12 hrs Playtime with 52 mm Dynamic Drivers & X-BassTech 20 W Bluetooth Speaker  (Black, 2.0 Channel)",No review available,Neutral
"Tec V speaker J-B-iL_Mini Boost 4 | Bluetooth Speaker | Wireless | Pocket Size m4 - 2 10 W Bluetooth Speaker  (Multicolor, 5.1 Channel)",No review available,Neutral
"MZ M412SP (PORTABLE) Dynamic Thunder Sound With High Bass 5 W Bluetooth Speaker  (Multicolor, Stereo Channel)",No review available,Neutral
"F FERONS Wireless rechargeable brand new portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker  (Black, Stereo Channel)",No review available,Neutral
"Nu Republic Party Box 16 With X-Bass®Technology, Upto 10 Hrs Playtime, Multiple RGB Modes, 16 W Bluetooth Speaker  (Black, 2.0 Channel)",No review available,Neutral
"boAt Aavante Bar 480/490, Free Music on JioSaavn, 7H Battery, Dual Full Range Drivers 10 W Bluetooth Speaker  (Black, 2.0 Channel)",No review available,Neutral
"Pharaoh (Portable Bluetooth Speakers) Mini Wireless (Speaker) With Clear SoundOK63 20 W Bluetooth Speaker  (Multicolor, 4.1 Channel)",No review available,Neutral
"Frontech SPK-0002BLU 3 W Laptop/Desktop Speaker  (Blue, 2.0 Channel)",No review available,Neutral
"boAt Stone 190 Pro w/ 12 HRS Playback, TWS Feature & IPX6 Splash Resistance 5 W Bluetooth Speaker  (Raging Black, Mono Channel)",No review available,Neutral
"TRIGGR Roar 12 Portable BT, V5.3, FM Mode, Rubber Finish, 8 Hr Playtime 12 W Bluetooth Speaker  (Red Eclipse, Mono Channel)",No review available,Neutral
"Nu Republic PartyBox 240 With 16 Hrs Playtime, Dual 52mm Dynamic Driver, Multi RGB LED Light 24 W Bluetooth Speaker  (Black, 2.0 Channel)",No review available,Neutral
"Jmax WS-1831 Wireless Speaker (1500mAh Battery) Supports FM, SD Card, USB & TWS 7 W Bluetooth Speaker  (Red, Stereo Channel)",No review available,Neutral
"GUGGU Raibow (BLUETOOTH TROLLEY SPEAKER) Dynamic Thunder Sound With Karaoke MicO39 35 W Bluetooth Party Speaker  (Black, 4.1 Channel)",No review available,Neutral
"boAt Stone 350 Pro/358 Pro, Music Streaming on JioSaavn,12 HRS Playback, IPX5 14 W Bluetooth Speaker  (Raging Black, Mono Channel)",No review available,Neutral
"Shivana Mini Boost 4 | Mini Speaker | Wireless Bluetooth Speaker | Pocket Size Speaker 10 W Bluetooth Home Audio Speaker  (Silver, Stereo Channel)",No review available,Neutral
"Nu Republic PartyBox 165 With 10 Hrs Playtime, Dual 52mm Dynamic Driver, Multi RGB LED Light 16 W Bluetooth Speaker  (Black, 2.0 Channel)",No review available,Neutral
"SAREGAMA Carvaan Hindi Bluetooth speaker 10 W Bluetooth Speaker  (Oak Wood Brown, Stereo Channel)",No review available,Neutral
"Pharaoh MINI BOOST 3 5W Bluetooth Speaker 5 W Bluetooth Party Speaker  (Multicolor, 5.1 Channel)",No review available,Neutral
"Sulfur Buy Ultra DJ Sound Blast Portable BestSuper deep Bass Wireless Rechargeable 10 W Bluetooth Speaker  (Black, Stereo Channel)",No review available,Neutral
"TRIGGR Roar 12 Portable BT, V5.3, FM Mode, Rubber Finish, 8 Hr Playtime 12 W Bluetooth Speaker  (Midnight Sun, Mono Channel)",No review available,Neutral
"Aroma Commander - 20W, Upto 6 Hrs Music Time*,Dynamic Thunder Sound,Heavy bass Drivers 20 W Bluetooth Soundbar  (Midnight Blue, Stereo Channel)",No review available,Neutral
"ZEBRONICS PSPK9 (County) Built-in FM Radio , Aux input 3 W Bluetooth Speaker  (Black, Mono Channel)",No review available,Neutral
"Mivi Fort S60 with 2 inBuilt Subwoofers, 3EQ Modes, Remote Ctrl 60 W Bluetooth Soundbar  (Black, 2.2 Channel)",No review available,Neutral
"F FERONS Powerpact bass & stereo audio color changIng led Light wireless portable FRK-162 3 W Bluetooth Speaker  (Black, 5.0 Channel)",No review available,Neutral
"ASUS TUF Gaming A16 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) FA607NUG-RL189WS Gaming Laptop  (16 Inch, Mecha Gray, 2.2 Kg, With MS Office)",No review available,Neutral
"ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA506NCG-HN199W Gaming Laptop  (15.6 Inch, Graphite Black, 2.3 Kg)",No review available,Neutral
"Acer Aspire 7 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-79G Gaming Laptop  (15.6 Inch, Black, 1.99 Kg)",No review available,Neutral
"HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1312TX Gaming Laptop  (15.6 inch, Mica Silver, 2.3 kg, With MS Office)",No review available,Neutral
"Acer Nitro V AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) ANV15-41-R8G0 Gaming Laptop  (16 inch, Obsidian Black, 2.1 Kg)",No review available,Neutral
"Acer Nitro AMD Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) AN515-45/AN515-45-R7Z1 Gaming Laptop  (15.6 Inch, Black, 2.4 KG)",No review available,Neutral
"MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) Thin A15 B7UC-284IN / Thin A15 B7UC-102IN Gaming Laptop  (15.6 Inch, Cosmos Gray, 1.86 Kg)",No review available,Neutral
"GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) G6 KF-H3IN894KH Gaming Laptop  (16 Inch, Black, 2.3 Kg)",No review available,Neutral
"ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) FA507NUR-LP082W Gaming Laptop  (15.6 Inch, Mecha Gray, 2.20 Kg)",No review available,Neutral
"HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) 15-fa2700TX Gaming Laptop  (15.6 inch, Mica Silver, 2.29 Kg, With MS Office)",No review available,Neutral
"MSI Titan 18 HX AI Intel Core Ultra 9 285HX - (64 GB/6 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA GeForce RTX 5090) Titan 18 HX AI A2XWJG-486IN Gaming Laptop  (18 Inch, Core Black, 3.6 Kg)",No review available,Neutral
"HP Victus AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fb3122AX Gaming Laptop  (15.6 Inch, Performance Blue, Chrome Logo, 2.29 Kg, With MS Office)",No review available,Neutral
"GIGABYTE G6X 9MG-42IN854SH Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/165 Hz) G6X 9MG-42IN854SH Gaming Laptop  (16 inch, Gunmetal Gray, 2.5 Kg)",No review available,Neutral
"GIGABYTE G5 MF5-H2IN354SH Intel Core i7 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA GeForce RTX4050 Laptop GPU 6GB GDDR6/144 Hz) G5 MF5-H2IN354SH Gaming Laptop  (15.6 inch, Black, 2.08 Kg)",No review available,Neutral
"Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050A) 15IAX9E Gaming Laptop  (15.6 inch, Luna Grey, 1.77 kg, With MS Office)",No review available,Neutral
"GIGABYTE G5 KF5-H3IN353KH Intel Core i7 13th Gen G Series - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX NVIDIA GeForce RTX4060 Laptop GPU 8GB GDDR6/144 Hz) G5 KF5-H3IN353KH Gaming Laptop  (15.6 inch, Black, 2.08 Kg)",No review available,Neutral
"HP Victus AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 15-fb3185AX Gaming Laptop  (15.6 Inch, Mica Silver, Black Chrome Logo, 2.29 Kg, With MS Office)",No review available,Neutral
"ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5060/240 Hz) G615LM-S5128WS Gaming Laptop  (16 inch, Eclipse Gray, 2.65 Kg, With MS Office)",No review available,Neutral
"ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA506NCG-HN249W Gaming Laptop  (15.6 Inch, Graphite Black, 2.3 Kg)",No review available,Neutral
"Acer Aspire 7 Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-51G, A715-51G-527C Gaming Laptop  (15.6 inch, Black, 2.1 Kg)",No review available,Neutral
"Acer Aspire 5 gaming Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 2050) A515-57G Gaming Laptop  (15.6 inch, Steel Gray, 1.8 Kg)",No review available,Neutral
"Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) LOQ 15IRX9D2 Gaming Laptop  (15.6 Inch, Luna Grey, 2.38 kg, With MS Office)",No review available,Neutral
"Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) A715-79G Gaming Laptop  (15.6 Inch, Flame Black, 1.99 kg)",No review available,Neutral
"Acer Aspire 7 AMD Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) A715-41G-R6S8 Gaming Laptop  (15.6 inch, Charcoal Black, 2.15 kg)",No review available,Neutral
"Acer Nitro AMD Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) AN515-45/AN515-45-R7Z1 Gaming Laptop  (15.6 Inch, Black, 2.4 KG)",No review available,Neutral
"Samsung 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter  (Himalaya Poppy Blue, RR20D2825HV/NL)",No review available,Neutral
"Samsung 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter  (Himalaya Poppy Red, RR20D2825HN/NL)",No review available,Neutral
"Samsung 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)",No review available,Neutral
"Samsung 223 L Direct Cool Single Door 3 Star Refrigerator  with Digital Inverter  (Elegant Inox, RR24C2723S8/NL)",No review available,Neutral
"Haier 190 L Direct Cool Single Door 2 Star Refrigerator  with Large Storage Space1 Hour Icing Technology  (Marine Noisettes, HED-202MN-P)",No review available,Neutral
"Samsung 189 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter  (Paradise Bloom Blue, RR21D2H259U/HL)",No review available,Neutral
"Samsung 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter  (Camellia Purple, RR20C1824CR/HL)",No review available,Neutral
"Samsung 550 L Frost Free Side by Side Convertible Refrigerator  with Digital Inverter  (Refined Inox, RF57A5032S9/TL)",No review available,Neutral
"Samsung 183 L Direct Cool Single Door 4 Star Refrigerator  with Digital Inverter  (Camellia Blue, RR20C1724CU/HL)",No review available,Neutral
"Haier 185 L Direct Cool Single Door 2 Star Refrigerator  with DEFT TechnologyLarge Vegetable Box  (Moon silver, HED-19TMS-N)",No review available,Neutral
"Samsung 330 L Frost Free Double Door 2 Star Convertible Refrigerator  with 5-in-1, Digital Inverter, WiFi Enabled Bespoke AI  (Ez Clean Steel, RT34DG5A2BSLHL)",No review available,Neutral
"Samsung 215 L Direct Cool Single Door 5 Star Refrigerator  with Digital Inverter  (Paradise Bloom Blue, RR23D2H359U/HL)",No review available,Neutral
"Godrej 180 L Direct Cool Single Door 2 Star Refrigerator  with Jumbo Vegetable Tray And Wide Shelf Space  (Pep Blue, RD EDGE 205B WRF PP BL)",No review available,Neutral
"Samsung 189 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter  (Paradise Bloom Purple, RR21D2H259R/HL)",No review available,Neutral
"Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, 205 WDE CLS 2S SAPPHIRE BLUE-Z)",No review available,Neutral
"realme TechLife 233 L Frost Free Double Door 3 Star Refrigerator  with Silver Ion Technology and Ice Twister  (Silver, 233MF3RM24NC)",No review available,Neutral
"Samsung 350 L Frost Free Double Door 3 Star Convertible Refrigerator  with 5-in-1, Digital Inverter, WiFi Enabled Bespoke AI  (Luxe Black, RT38DG5A4DBXHL)",No review available,Neutral
"Samsung 330 L Frost Free Double Door 3 Star Convertible Refrigerator  with 5-in-1, Digital Inverter, WiFi Enabled Bespoke AI  (Elegant Inox, RT34DG5A4DS8HL)",No review available,Neutral
"Haier 190 L Direct Cool Single Door 3 Star Refrigerator  (Nickel Steel, HED-203TNS-N)",No review available,Neutral
"Voltas Beko 183 L Direct Cool Single Door 2 Star Refrigerator  (Stella Wine, RDC215D/S0WSR0M0000GO)",No review available,Neutral
"Whirlpool 184 L Direct Cool Single Door 5 Star Refrigerator  (SAPPHIRE SERENA -Z1, 205 WDE ROY 5S INV SAPPHIRE SERENA -Z1)",No review available,Neutral
"Godrej 180 L Direct Cool Single Door 5 Star Refrigerator  with Jumbo Vegetable Tray, Faster Cooling And Ice Making  (Maple Wine, RD EDGENEO 207E THF MP WN)",No review available,Neutral
"Haier 190 L Direct Cool Single Door 5 Star Refrigerator  with Toughned Glass ShelfLarge Vegetable Box  (DAZZLE STEEL, HED-205DS-P)",No review available,Neutral
"Voltas Beko 183 L Direct Cool Single Door 2 Star Refrigerator  (Stella Blue, RDC215D/S0WBR0M0000GO)",No review available,Neutral
"Samsung 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter and Display  (Elegant Inox, RT28C3733S8/HL)",No review available,Neutral
"TCL 8.5 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing Machine Grey  (TWT85-P103PW)",No review available,Neutral
"Samsung 7 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey  (WA70BG4441YYTL)",No review available,Neutral
"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black  (RMSA705NNNDW)",No review available,Neutral
"Samsung 8 kg Semi Automatic Top Load Washing Machine Black, Grey  (WT80C4200GG/TL)",No review available,Neutral
"Voltas Beko 6.5 kg Semi Automatic Top Load Washing Machine Maroon, White  (WTT65UNX/OK3R0R0W01)",No review available,Neutral
"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey  (RMSA755NNNDG)",No review available,Neutral
"Reliance 7.5 kg Washer only Grey, Black  (RGT750WG)",No review available,Neutral
"Samsung 8 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Super Speed, Soft Closing Door, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey  (WA80F08S2LTL)",No review available,Neutral
Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey  (MAGIC CLEAN 7.0 GENX GREY 5YMW),No review available,Neutral
"Haier 6.5 kg Balance Clean Pulsator, Custom Wash Cycles with 15 Mins Quick Wash, Magic Filter Fully Automatic Top Load Washing Machine Brown, Grey  (HWM65-FE)",No review available,Neutral
"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey  (WA80BG4441BGTL,WA80BG4441BG)",No review available,Neutral
"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital Inverter Fully Automatic Top Load Washing Machine Grey  (WA80F10E2LTL)",No review available,Neutral
"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Grey  (RMTL705NNNEG)",No review available,Neutral
"Samsung 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver  (WW70T502NAN1TL)",No review available,Neutral
"MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Blue, White  (MQSA705NNNDN)",No review available,Neutral
"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maroon  (MQSA605NNNDM / MQSA60H5W)",No review available,Neutral
Godrej 8 kg Inbuilt Heater with Unbalanced Load Sensing Fully Automatic Top Load Washing Machine with In-built Heater Grey  (WTEON ADAC 80 5.0 FEFH GLGR),No review available,Neutral
Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine Blue  (WTT140UPA/BL5KPTD),No review available,Neutral
"Whirlpool 8.5 kg 5 Star with Auto Restart, End of Cycle Buzzer, Lint Filter and Collar Scrubber Semi Automatic Top Load Washing Machine Grey  (MAGIC CLEAN 8.5 GREY DAZZLE (10YR)-N)",No review available,Neutral
"Thomson 7 kg Washer only Red, White  (TW7000)",No review available,Neutral
Voltas Beko by A Tata Product 8.5 kg 5 Star Semi Automatic Top Load Washing Machine Blue  (WTT85UAA/BLSSWH5GFD),No review available,Neutral
Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue  (TSA7000SP),No review available,Neutral
MOTOROLA 10 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine Black  (MTSA1005NNNDB),No review available,Neutral
Voltas Beko by A Tata Product 8.5 kg 5 Star Semi Automatic Top Load Washing Machine Multicolor  (WTT85UAA/WNSSWH5GFD),No review available,Neutral
"TCL 8.5 kg 5 Star with Extra Powerful Motor, Magic Filter and Fast Dry Semi Automatic Top Load Washing Machine Grey  (TWT85-P103PW)",No review available,Neutral
